title,recommended_genres
Addicted to Love (1997),"['Comedy', 'Drama', 'Romance']"
Brassed Off (1996),[]
"Designated Mourner, The (1997)",[]
"Lost World: Jurassic Park, The (1997)",[]
Ponette (1996),['Drama']
Schizopolis (1996),['Drama']
Shiloh (1997),[]
"War at Home, The (1996)",['Drama']
Rough Magic (1995),['Drama']
Trial and Error (1997),[]
Buddy (1997),['Drama']
Con Air (1997),['Comedy']
Late Bloomers (1996),['Drama']
"Pillow Book, The (1995)",[]
"To Have, or Not (1995)",['Drama']
Speed 2: Cruise Control (1997),[]
Squeeze (1996),['Drama']
Sudden Manhattan (1996),['Comedy']
"Next Step, The (1995)",[]
Wedding Bell Blues (1996),['Comedy']
Batman & Robin (1997),['Action']
Dream With the Fishes (1997),['Drama']
Roseanna's Grave (For Roseanna) (1997),[]
Head Above Water (1996),"['Comedy', 'Drama']"
Hercules (1997),[]
"Last Time I Committed Suicide, The (1997)",['Drama']
MURDER and murder (1996),['Drama']
My Best Friend's Wedding (1997),['Comedy']
Tetsuo II: Body Hammer (1992),['Horror']
When the Cats Away (Chacun cherche son chat) (1996),['Drama']
Contempt (Le Mépris) (1963),['Drama']
Face/Off (1997),[]
Fall (1997),['Drama']
Gabbeh (1996),['Drama']
Mondo (1996),['Drama']
"Innocent Sleep, The (1995)",[]
For Ever Mozart (1996),['Drama']
Men in Black (1997),[]
Out to Sea (1997),[]
Wild America (1997),[]
"Simple Wish, A (1997)",['Drama']
Contact (1997),[]
Love Serenade (1996),"['Comedy', 'Drama']"
G.I. Jane (1997),['Drama']
Conan the Barbarian (1982),[]
George of the Jungle (1997),[]
Cop Land (1997),['Drama']
Event Horizon (1997),[]
Spawn (1997),[]
Air Bud (1997),['Comedy']
Picture Perfect (1997),[]
In the Company of Men (1997),[]
Free Willy 3: The Rescue (1997),"[""Children's""]"
Career Girls (1997),['Drama']
Conspiracy Theory (1997),[]
Desperate Measures (1998),['Drama']
Steel (1997),[]
She's So Lovely (1997),['Comedy']
Hoodlum (1997),[]
Leave It to Beaver (1997),"['Comedy', 'Drama']"
Mimic (1997),[]
Money Talks (1997),['Comedy']
Excess Baggage (1997),[]
Kull the Conqueror (1997),[]
Air Force One (1997),[]
187 (1997),[]
"Hunt for Red October, The (1990)",[]
My Own Private Idaho (1991),['Drama']
"Kiss Me, Guido (1997)",[]
Star Maps (1997),[]
In & Out (1997),['Comedy']
"Edge, The (1997)",['Drama']
"Peacemaker, The (1997)",[]
L.A. Confidential (1997),[]
Seven Years in Tibet (1997),['Drama']
Kiss the Girls (1997),['Drama']
Soul Food (1997),[]
Kicked in the Head (1997),['Comedy']
Wishmaster (1997),[]
"Thousand Acres, A (1997)",[]
"Game, The (1997)",[]
Fire Down Below (1997),['Drama']
U Turn (1997),[]
"Locusts, The (1997)",[]
"MatchMaker, The (1997)",[]
"Lay of the Land, The (1997)",['Drama']
"Assignment, The (1997)",[]
"Smile Like Yours, A (1997)",['Comedy']
Ulee's Gold (1997),[]
"Ice Storm, The (1997)",['Drama']
Stag (1997),[]
Chasing Amy (1997),[]
How to Be a Player (1997),['Comedy']
"Full Monty, The (1997)",['Comedy']
Indian Summer (a.k.a. Alive & Kicking) (1996),['Drama']
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",['Drama']
I Know What You Did Last Summer (1997),[]
"Devil's Advocate, The (1997)",[]
Rocket Man (1997),[]
Playing God (1997),['Drama']
"House of Yes, The (1997)",[]
"Fast, Cheap & Out of Control (1997)",[]
Washington Square (1997),['Drama']
Telling Lies in America (1997),['Drama']
Year of the Horse (1997),['Drama']
Gattaca (1997),[]
FairyTale: A True Story (1997),[]
Phantoms (1998),['Drama']
Swept from the Sea (1997),[]
Wonderland (1997),['Drama']
"Life Less Ordinary, A (1997)",['Drama']
Hurricane Streets (1998),['Drama']
Eve's Bayou (1997),['Drama']
Switchback (1997),[]
Gang Related (1997),[]
Stripes (1981),[]
Nénette et Boni (1996),['Drama']
Bean (1997),['Comedy']
Hugo Pool (1997),[]
Mad City (1997),[]
One Night Stand (1997),['Drama']
"Tango Lesson, The (1997)",['Drama']
Welcome To Sarajevo (1997),"['Comedy', 'Drama']"
Deceiver (1997),[]
"Rainmaker, The (1997)",[]
Boogie Nights (1997),['Drama']
Witness (1985),[]
Incognito (1997),[]
Starship Troopers (1997),[]
Critical Care (1997),[]
"Joy Luck Club, The (1993)",['Drama']
Chairman of the Board (1998),['Drama']
Sliding Doors (1998),['Drama']
Mortal Kombat: Annihilation (1997),['Action']
"Truman Show, The (1998)",['Drama']
"Wings of the Dove, The (1997)",['Drama']
Mrs. Dalloway (1997),['Drama']
"I Love You, I Love You Not (1996)","['Comedy', 'Romance']"
Red Corner (1997),['Drama']
"Jackal, The (1997)",[]
Anastasia (1997),[]
"Man Who Knew Too Little, The (1997)",[]
Alien: Resurrection (1997),['Sci-Fi']
Alien Escape (1995),"['Action', 'Horror', 'Sci-Fi']"
Amistad (1997),[]
"Apostle, The (1997)",[]
Artemisia (1997),[]
Bent (1997),[]
"Big Bang Theory, The (1994)",['Comedy']
"Boys, Les (1997)",['Drama']
"Butcher Boy, The (1998)",['Drama']
Deconstructing Harry (1997),['Comedy']
Flubber (1997),[]
For Richer or Poorer (1997),[]
Good Will Hunting (1997),['Drama']
Guy (1996),['Comedy']
Harlem River Drive (1996),['Drama']
Home Alone 3 (1997),['Comedy']
Ill Gotten Gains (1997),[]
Legal Deceit (1997),[]
Man of Her Dreams (1996),['Drama']
Midnight in the Garden of Good and Evil (1997),['Drama']
Mouse Hunt (1997),['Comedy']
Never Met Picasso (1996),['Drama']
Office Killer (1997),[]
"Other Voices, Other Rooms (1997)",['Drama']
Scream 2 (1997),['Horror']
Stranger in the House (1997),['Comedy']
"Sweet Hereafter, The (1997)",['Drama']
Time Tracers (1995),[]
Titanic (1997),['Drama']
Tomorrow Never Dies (1997),['Drama']
Twisted (1996),['Drama']
Full Speed (1996),['Drama']
"Education of Little Tree, The (1997)",[]
"Postman, The (1997)",['Drama']
"Horse Whisperer, The (1998)",['Drama']
"Winter Guest, The (1997)",[]
Jackie Brown (1997),['Drama']
Kundun (1997),[]
Mr. Magoo (1997),"['Comedy', 'Drama']"
"Big Lebowski, The (1998)",['Comedy']
Afterglow (1997),[]
My Life in Pink (Ma vie en rose) (1997),"['Comedy', 'Drama']"
Great Expectations (1998),['Comedy']
Vermin (1998),['Drama']
3 Ninjas: High Noon On Mega Mountain (1998),[]
Men of Means (1998),['Drama']
"Midaq Alley (Callejón de los milagros, El) (1995)",['Drama']
Caught Up (1998),['Comedy']
Arguing the World (1996),[]
Firestorm (1998),['Drama']
Senseless (1998),['Drama']
Wag the Dog (1997),[]
Dark City (1998),[]
"Leading Man, The (1996)",[]
Star Kid (1997),[]
Hard Rain (1998),[]
Half Baked (1998),['Drama']
Fallen (1998),['Drama']
Shooting Fish (1997),['Drama']
"Prophecy II, The (1998)",[]
Duoluo tianshi (1995),['Drama']
Dangerous Beauty (1998),['Drama']
Four Days in September (1997),['Drama']
Spice World (1997),[]
Deep Rising (1998),['Action']
Tainted (1998),['Drama']
"Letter From Death Row, A (1998)",['Drama']
Music From Another Room (1998),['Drama']
Mat' i syn (1997),['Drama']
"Replacement Killers, The (1998)",['Drama']
B. Monkey (1998),[]
Night Flier (1997),[]
Blues Brothers 2000 (1998),['Comedy']
Tokyo Fist (1995),['Drama']
Mass Transit (1998),['Drama']
Ride (1998),['Drama']
"Wedding Singer, The (1998)",['Comedy']
Sphere (1998),['Drama']
Ayn Rand: A Sense of Life (1997),['Drama']
"Further Gesture, A (1996)",['Drama']
Little City (1998),[]
Palmetto (1998),['Drama']
As Good As It Gets (1997),['Drama']
King of New York (1990),[]
"Paralyzing Fear: The Story of Polio in America, A (1998)",[]
Men With Guns (1997),"['Action', 'Drama']"
"Sadness of Sex, The (1995)",['Drama']
Twilight (1998),['Drama']
U.S. Marshalls (1998),['Drama']
Welcome to Woop-Woop (1997),"['Comedy', 'Drama']"
Love and Death on Long Island (1997),[]
"Callejón de los milagros, El (1995)",['Drama']
In God's Hands (1998),['Comedy']
Everest (1998),['Drama']
Hush (1998),['Drama']
Suicide Kings (1997),['Drama']
"Man in the Iron Mask, The (1998)",['Action']
"Newton Boys, The (1998)",['Drama']
Wild Things (1998),['Drama']
Paulie (1998),['Drama']
"Cool Dry Place, A (1998)",['Drama']
Hana-bi (1997),[]
Primary Colors (1998),['Drama']
"Niagara, Niagara (1997)",['Drama']
Wide Awake (1998),['Drama']
"Price Above Rubies, A (1998)",['Drama']
Eden (1997),['Drama']
Two Girls and a Guy (1997),"['Comedy', 'Drama']"
No Looking Back (1998),[]
Storefront Hitchcock (1997),[]
"Proposition, The (1998)",['Drama']
"Object of My Affection, The (1998)",['Drama']
Meet the Deedles (1998),['Comedy']
Homegrown (1998),['Drama']
"Player's Club, The (1998)",['Drama']
Barney's Great Adventure (1998),[]
"Big One, The (1997)","['Comedy', 'Drama']"
Chinese Box (1997),[]
Follow the Bitch (1998),['Drama']
Lost in Space (1998),['Comedy']
Heaven's Burning (1997),[]
Mercury Rising (1998),['Action']
"Spanish Prisoner, The (1997)",[]
City of Angels (1998),['Drama']
"Last Days of Disco, The (1998)",['Drama']
"Odd Couple II, The (1998)",[]
My Giant (1998),['Comedy']
He Got Game (1998),['Drama']
"Gingerbread Man, The (1998)",[]
Illtown (1996),['Drama']
Slappy and the Stinkers (1998),[]
Live Flesh (1997),['Drama']
Zero Effect (1998),['Drama']
Nil By Mouth (1997),['Drama']
Ratchet (1996),['Drama']
"Borrowers, The (1997)",[]
Prince Valiant (1997),['Drama']
"I Love You, Don't Touch Me! (1998)","['Comedy', 'Drama', 'Romance']"
Leather Jacket Love Story (1997),"['Drama', 'Romance']"
Love Walked In (1998),['Comedy']
"Alan Smithee Film: Burn Hollywood Burn, An (1997)",['Comedy']
Kissing a Fool (1998),['Comedy']
Krippendorf's Tribe (1998),['Drama']
Kurt & Courtney (1998),['Drama']
"Real Blonde, The (1997)",[]
Mr. Nice Guy (1997),['Comedy']
Taste of Cherry (1997),['Drama']
Character (Karakter) (1997),[]
Junk Mail (1997),[]
Species II (1998),['Horror']
Major League: Back to the Minors (1998),['Comedy']
Sour Grapes (1998),['Drama']
Wild Man Blues (1998),[]
"Big Hit, The (1998)",['Comedy']
Tarzan and the Lost City (1998),[]
"Truce, The (1996)",[]
Black Dog (1998),['Comedy']
"Dancer, Texas Pop. 81 (1998)",[]
"Friend of the Deceased, A (1997)",[]
Go Now (1995),['Drama']
"Misérables, Les (1998)",['Drama']
Still Breathing (1997),['Comedy']
Clockwatchers (1997),[]
Deep Impact (1998),"['Action', 'Drama']"
Little Men (1998),"['Comedy', 'Drama']"
Woo (1998),['Drama']
"Hanging Garden, The (1997)",['Drama']
Lawn Dogs (1997),[]
Quest for Camelot (1998),[]
Godzilla (1998),"['Action', 'Sci-Fi']"
Bulworth (1998),['Drama']
Fear and Loathing in Las Vegas (1998),['Comedy']
"Opposite of Sex, The (1998)",['Drama']
I Got the Hook Up (1998),"['Comedy', 'Drama']"
Almost Heroes (1998),['Comedy']
Hope Floats (1998),['Drama']
Insomnia (1997),[]
Little Boy Blue (1997),['Drama']
"Ugly, The (1997)",[]
"Perfect Murder, A (1998)",['Thriller']
Beyond Silence (1996),['Drama']
Six Days Seven Nights (1998),['Comedy']
Can't Hardly Wait (1998),['Comedy']
Cousin Bette (1998),['Comedy']
High Art (1998),[]
"Land Girls, The (1998)",['Drama']
Passion in the Desert (1998),['Drama']
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",[]
Dear Jesse (1997),[]
Dream for an Insomniac (1996),['Drama']
Hav Plenty (1997),['Drama']
Henry Fool (1997),['Drama']
Marie Baie Des Anges (1997),['Drama']
Mr. Jealousy (1997),"['Comedy', 'Drama']"
Mulan (1998),['Drama']
Resurrection Man (1998),[]
"X-Files: Fight the Future, The (1998)",['Sci-Fi']
I Went Down (1997),['Comedy']
Doctor Dolittle (1998),['Comedy']
Out of Sight (1998),['Drama']
Picnic at Hanging Rock (1975),['Drama']
Smoke Signals (1998),['Drama']
Voyage to the Beginning of the World (1997),['Drama']
Buffalo 66 (1998),['Drama']
Armageddon (1998),['Drama']
Lethal Weapon 4 (1998),"['Action', 'Comedy', 'Drama']"
Madeline (1998),['Drama']
Small Soldiers (1998),[]
Pi (1998),['Drama']
Whatever (1998),['Drama']
There's Something About Mary (1998),['Comedy']
Plan 9 from Outer Space (1958),['Sci-Fi']
Wings (1927),"['Drama', 'Romance']"
"Broadway Melody, The (1929)",[]
All Quiet on the Western Front (1930),['Drama']
Cimarron (1931),[]
Grand Hotel (1932),['Drama']
Cavalcade (1933),[]
Mutiny on the Bounty (1935),[]
"Great Ziegfeld, The (1936)",[]
"Life of Émile Zola, The (1937)",['Drama']
You Can't Take It With You (1938),"['Comedy', 'Romance']"
How Green Was My Valley (1941),['Drama']
Mrs. Miniver (1942),[]
Going My Way (1944),[]
"Lost Weekend, The (1945)",[]
"Best Years of Our Lives, The (1946)",['Drama']
Gentleman's Agreement (1947),[]
Hamlet (1948),['Drama']
All the King's Men (1949),['Drama']
"Greatest Show on Earth, The (1952)",['Drama']
From Here to Eternity (1953),['Drama']
On the Waterfront (1954),['Drama']
Marty (1955),['Drama']
West Side Story (1961),[]
Tom Jones (1963),[]
"Man for All Seasons, A (1966)",['Drama']
In the Heat of the Night (1967),[]
Oliver! (1968),[]
Midnight Cowboy (1969),['Drama']
"French Connection, The (1971)",[]
Rocky (1976),['Drama']
Kramer Vs. Kramer (1979),['Drama']
Ordinary People (1980),[]
Chariots of Fire (1981),['Drama']
Terms of Endearment (1983),[]
Out of Africa (1985),['Drama']
"Last Emperor, The (1987)",['Drama']
Rain Man (1988),['Drama']
Driving Miss Daisy (1989),[]
Take the Money and Run (1969),['Comedy']
Klute (1971),[]
Repo Man (1984),[]
Metropolitan (1990),[]
Labyrinth (1986),[]
"Breakfast Club, The (1985)",['Drama']
"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",['Horror']
"Nightmare on Elm Street 3: Dream Warriors, A (1987)",['Horror']
"Nightmare on Elm Street 4: The Dream Master, A (1988)",['Horror']
"Nightmare on Elm Street 5: The Dream Child, A (1989)",['Horror']
Freddy's Dead: The Final Nightmare (1991),['Horror']
Friday the 13th (1980),['Horror']
Friday the 13th Part 2 (1981),['Horror']
Friday the 13th Part 3: 3D (1982),['Horror']
Friday the 13th: The Final Chapter (1984),['Horror']
Friday the 13th Part V: A New Beginning (1985),['Horror']
Friday the 13th Part VI: Jason Lives (1986),['Horror']
Friday the 13th Part VII: The New Blood (1988),['Horror']
Friday the 13th Part VIII: Jason Takes Manhattan (1989),['Horror']
Halloween (1978),['Horror']
Halloween II (1981),['Horror']
Halloween III: Season of the Witch (1983),['Horror']
Halloween 4: The Return of Michael Myers (1988),['Horror']
Halloween 5: The Revenge of Michael Myers (1989),['Horror']
Prom Night (1980),['Horror']
Hello Mary Lou: Prom Night II (1987),['Horror']
Prom Night III: The Last Kiss (1989),['Horror']
Prom Night IV: Deliver Us From Evil (1992),['Horror']
Child's Play (1988),['Horror']
Child's Play 2 (1990),['Horror']
Child's Play 3 (1992),['Horror']
Poltergeist (1982),['Horror']
Poltergeist II: The Other Side (1986),['Horror']
Poltergeist III (1988),['Horror']
"Exorcist, The (1973)",['Horror']
Exorcist II: The Heretic (1977),['Horror']
"Exorcist III, The (1990)",['Horror']
Lethal Weapon (1987),"['Action', 'Comedy', 'Drama']"
Lethal Weapon 2 (1989),"['Action', 'Comedy', 'Drama']"
Lethal Weapon 3 (1992),"['Action', 'Comedy', 'Drama']"
Gremlins (1984),[]
Gremlins 2: The New Batch (1990),[]
"Goonies, The (1985)",[]
"Mask of Zorro, The (1998)",[]
Polish Wedding (1998),['Comedy']
"This World, Then the Fireworks (1996)",['Drama']
Soylent Green (1973),['Drama']
Metropolis (1926),['Drama']
Back to the Future Part II (1989),['Comedy']
Back to the Future Part III (1990),[]
"Poseidon Adventure, The (1972)",['Adventure']
Freaky Friday (1977),['Comedy']
"Absent Minded Professor, The (1961)",['Comedy']
"Apple Dumpling Gang Rides Again, The (1979)","[""Children's"", 'Comedy']"
Babes in Toyland (1961),[]
Bambi (1942),[]
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),['Drama']
Dangerous Liaisons (1988),['Drama']
Dune (1984),[]
"Last Temptation of Christ, The (1988)",['Drama']
"Godfather: Part III, The (1990)",['Action']
"Rapture, The (1991)",[]
Lolita (1997),[]
Disturbing Behavior (1998),['Drama']
Mafia! (1998),['Drama']
Saving Private Ryan (1998),['Comedy']
Billy's Hollywood Screen Kiss (1997),['Comedy']
East Palace West Palace (Dong gong xi gong) (1997),['Drama']
"$1,000,000 Duck (1971)","[""Children's"", 'Comedy']"
"Barefoot Executive, The (1971)",['Comedy']
"Black Cauldron, The (1985)",[]
"Black Hole, The (1979)",[]
Blackbeard's Ghost (1968),[]
Blank Check (1994),[]
Candleshoe (1977),[]
"Cat from Outer Space, The (1978)",['Sci-Fi']
Cheetah (1989),[]
"Computer Wore Tennis Shoes, The (1970)",[]
Condorman (1981),[]
D2: The Mighty Ducks (1994),"[""Children's"", 'Comedy']"
Darby O'Gill and the Little People (1959),[]
"Devil and Max Devlin, The (1981)",[]
"Far Off Place, A (1993)",['Drama']
Flight of the Navigator (1986),[]
"Gnome-Mobile, The (1967)",[]
"Great Mouse Detective, The (1986)",[]
"Happiest Millionaire, The (1967)",[]
Herbie Goes Bananas (1980),"[""Children's"", 'Comedy']"
Herbie Goes to Monte Carlo (1977),"[""Children's"", 'Comedy']"
Hocus Pocus (1993),['Drama']
"Honey, I Blew Up the Kid (1992)",['Comedy']
"Honey, I Shrunk the Kids (1989)",[]
Hot Lead and Cold Feet (1978),['Comedy']
In Search of the Castaways (1962),[]
"Incredible Journey, The (1963)",[]
"Negotiator, The (1998)",['Drama']
"Parent Trap, The (1998)",['Drama']
BASEketball (1998),['Drama']
Full Tilt Boogie (1997),['Drama']
"Governess, The (1998)",['Drama']
Seventh Heaven (Le Septième ciel) (1997),['Drama']
Roger & Me (1989),['Drama']
"Purple Rose of Cairo, The (1985)",['Drama']
Out of the Past (1947),[]
Doctor Zhivago (1965),[]
Fanny and Alexander (1982),[]
"Trip to Bountiful, The (1985)",['Comedy']
Tender Mercies (1983),[]
And the Band Played On (1993),[]
"'burbs, The (1989)",[]
Fandango (1985),[]
"Night Porter, The (Il Portiere di notte) (1974)",['Drama']
Mephisto (1981),[]
Blue Velvet (1986),['Drama']
"Journey of Natty Gann, The (1985)",[]
"Jungle Book, The (1967)","[""Children's"", 'Comedy']"
Kidnapped (1960),['Drama']
Lady and the Tramp (1955),['Comedy']
"Little Mermaid, The (1989)",[]
"Mighty Ducks, The (1992)","[""Children's"", 'Comedy']"
"Muppet Christmas Carol, The (1992)",['Comedy']
Newsies (1992),[]
101 Dalmatians (1961),['Drama']
One Magic Christmas (1985),['Drama']
Peter Pan (1953),[]
Popeye (1980),['Drama']
"Rescuers Down Under, The (1990)",['Drama']
"Rescuers, The (1977)",[]
Return from Witch Mountain (1978),[]
"Return of Jafar, The (1993)",[]
Return to Oz (1985),[]
"Rocketeer, The (1991)",[]
"Shaggy D.A., The (1976)",['Comedy']
Sleeping Beauty (1959),[]
Something Wicked This Way Comes (1983),['Comedy']
Son of Flubber (1963),[]
Song of the South (1946),[]
Splash (1984),[]
Squanto: A Warrior's Tale (1994),[]
Steamboat Willie (1940),[]
Tall Tale (1994),[]
Tex (1982),[]
Tron (1982),[]
Swing Kids (1993),[]
Halloween: H20 (1998),['Horror']
L.A. Story (1991),"['Comedy', 'Drama']"
"Jerk, The (1979)",[]
Dead Men Don't Wear Plaid (1982),[]
"Man with Two Brains, The (1983)",['Drama']
Grand Canyon (1991),['Drama']
Graveyard Shift (1990),[]
"Outsiders, The (1983)",[]
Indiana Jones and the Temple of Doom (1984),[]
"Lord of the Rings, The (1978)",[]
Nineteen Eighty-Four (1984),[]
"Dead Zone, The (1983)",['Horror']
Maximum Overdrive (1986),['Horror']
Needful Things (1993),['Drama']
Cujo (1983),[]
Children of the Corn (1984),['Horror']
All Dogs Go to Heaven (1989),[]
"Addams Family, The (1991)",['Comedy']
Ever After: A Cinderella Story (1998),['Drama']
Snake Eyes (1998),[]
"First Love, Last Rites (1997)",['Drama']
Safe Men (1998),['Drama']
"Saltmen of Tibet, The (1997)",['Drama']
Atlantic City (1980),['Drama']
Autumn Sonata (Höstsonaten ) (1978),['Drama']
Who's Afraid of Virginia Woolf? (1966),[]
Adventures in Babysitting (1987),['Comedy']
Weird Science (1985),[]
Doctor Dolittle (1967),[]
"Nutty Professor, The (1963)",['Comedy']
Charlotte's Web (1973),[]
Watership Down (1978),[]
"Secret of NIMH, The (1982)",['Drama']
"Dark Crystal, The (1982)",[]
"American Tail, An (1986)",['Drama']
"American Tail: Fievel Goes West, An (1991)",['Comedy']
Legend (1985),[]
Sixteen Candles (1984),[]
Pretty in Pink (1986),['Comedy']
St. Elmo's Fire (1985),['Drama']
"Clan of the Cave Bear, The (1986)",[]
House (1986),['Comedy']
House II: The Second Story (1987),[]
"Gods Must Be Crazy, The (1980)",['Comedy']
"Gods Must Be Crazy II, The (1989)",['Comedy']
Air Bud: Golden Receiver (1998),['Comedy']
"Avengers, The (1998)",['Drama']
How Stella Got Her Groove Back (1998),"['Comedy', 'Drama']"
"Slums of Beverly Hills, The (1998)",['Comedy']
"Best Man, The (Il Testimone dello sposo) (1997)",['Drama']
"Chambermaid on the Titanic, The (1998)",['Drama']
"Henry: Portrait of a Serial Killer, Part 2 (1996)",['Horror']
Henry: Portrait of a Serial Killer (1990),['Horror']
Rosemary's Baby (1968),[]
"NeverEnding Story, The (1984)","['Adventure', ""Children's""]"
"NeverEnding Story II: The Next Chapter, The (1990)",[]
Attack of the Killer Tomatoes! (1980),[]
Surf Nazis Must Die (1987),[]
Your Friends and Neighbors (1998),['Drama']
Return to Paradise (1998),['Drama']
Blade (1998),[]
Dance with Me (1998),['Drama']
Dead Man on Campus (1998),['Drama']
Wrongfully Accused (1998),['Drama']
"Next Stop, Wonderland (1998)",['Comedy']
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",['Comedy']
"Navigator: A Mediaeval Odyssey, The (1988)","['Adventure', 'Sci-Fi']"
Beetlejuice (1988),[]
Déjà Vu (1997),[]
Rope (1948),[]
Family Plot (1976),['Comedy']
Frenzy (1972),[]
Topaz (1969),[]
Torn Curtain (1966),['Drama']
Marnie (1964),[]
"Wrong Man, The (1956)",[]
"Man Who Knew Too Much, The (1956)",[]
"Trouble with Harry, The (1955)",['Comedy']
I Confess (1953),[]
Strangers on a Train (1951),['Drama']
Stage Fright (1950),[]
54 (1998),['Drama']
I Married A Strange Person (1997),['Comedy']
Why Do Fools Fall In Love? (1998),"['Comedy', 'Drama']"
"Merry War, A (1997)",[]
See the Sea (Regarde la mer) (1997),['Drama']
Willow (1988),[]
"Untouchables, The (1987)",[]
Dirty Work (1998),['Comedy']
Knock Off (1998),[]
Firelight (1997),[]
Modulations (1998),['Drama']
Phoenix (1998),['Drama']
Under Capricorn (1949),['Drama']
"Paradine Case, The (1947)",[]
Lifeboat (1944),[]
Shadow of a Doubt (1943),[]
Saboteur (1942),[]
Mr. & Mrs. Smith (1941),['Comedy']
Suspicion (1941),[]
Jamaica Inn (1939),['Drama']
"Lady Vanishes, The (1938)","['Comedy', 'Romance']"
Young and Innocent (1937),[]
Sabotage (1936),[]
Secret Agent (1936),[]
"Man Who Knew Too Much, The (1934)",['Comedy']
Waltzes from Vienna (1933),[]
Number Seventeen (1932),[]
Rich and Strange (1932),['Comedy']
"Skin Game, The (1931)",['Drama']
Elstree Calling (1930),[]
Juno and Paycock (1930),[]
Murder! (1930),['Drama']
"Manxman, The (1929)",['Drama']
Blackmail (1929),['Drama']
Champagne (1928),['Comedy']
"Farmer's Wife, The (1928)",['Comedy']
Downhill (1927),['Drama']
Easy Virtue (1927),['Drama']
"Ring, The (1927)",['Drama']
"Lodger, The (1926)",['Drama']
"Mountain Eagle, The (1926)",[]
"Pleasure Garden, The (1925)",['Drama']
Always Tell Your Wife (1923),['Comedy']
Rounders (1998),['Drama']
Cube (1997),[]
Digging to China (1998),['Drama']
Let's Talk About Sex (1998),['Drama']
One Man's Hero (1999),"['Comedy', 'Drama']"
Simon Birch (1998),['Drama']
Without Limits (1998),['Drama']
Seven Beauties (Pasqualino Settebellezze) (1976),[]
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),['Drama']
My Bodyguard (1980),['Drama']
Class (1983),['Comedy']
"Grandview, U.S.A. (1984)",[]
Broadcast News (1987),['Comedy']
"Allnighter, The (1987)",[]
Working Girl (1988),[]
Stars and Bars (1988),['Drama']
Married to the Mob (1988),['Comedy']
Say Anything... (1989),[]
My Blue Heaven (1990),['Drama']
Men Don't Leave (1990),['Drama']
"Cabinet of Dr. Ramirez, The (1991)",[]
Hero (1992),['Comedy']
Toys (1992),[]
Choices (1981),[]
Young Doctors in Love (1982),['Comedy']
Parasite (1982),[]
No Small Affair (1984),['Drama']
Master Ninja I (1984),['Action']
Blame It on Rio (1984),['Drama']
Wisdom (1986),[]
One Crazy Summer (1986),"['Comedy', 'Drama']"
About Last Night... (1986),['Comedy']
"Seventh Sign, The (1988)",['Drama']
We're No Angels (1989),['Drama']
Nothing But Trouble (1991),['Comedy']
"Butcher's Wife, The (1991)",[]
Mortal Thoughts (1991),[]
"Few Good Men, A (1992)",['Drama']
Indecent Proposal (1993),['Drama']
"Century of Cinema, A (1994)",['Drama']
Permanent Midnight (1998),['Drama']
One True Thing (1998),[]
Rush Hour (1998),[]
Lilian's Story (1995),['Drama']
Six-String Samurai (1998),['Action']
"Soldier's Daughter Never Cries, A (1998)",['Drama']
Somewhere in the City (1997),[]
Ronin (1998),['Drama']
Urban Legend (1998),[]
Clay Pigeons (1998),['Drama']
Monument Ave. (1998),['Drama']
Pecker (1998),['Drama']
"Sheltering Sky, The (1990)",['Drama']
Bandit Queen (1994),['Drama']
If.... (1968),[]
"Fiendish Plot of Dr. Fu Manchu, The (1980)",['Comedy']
Them! (1954),[]
"Thing, The (1982)",[]
"Player, The (1992)",['Drama']
Stardust Memories (1980),['Drama']
Edward Scissorhands (1990),['Drama']
Overnight Delivery (1996),['Drama']
Shadrach (1998),['Drama']
Antz (1998),['Drama']
"Impostors, The (1998)",['Drama']
"Night at the Roxbury, A (1998)",['Drama']
What Dreams May Come (1998),['Drama']
Strangeland (1998),['Drama']
"Battle of the Sexes, The (1959)",[]
"Producers, The (1968)",[]
History of the World: Part I (1981),[]
My Cousin Vinny (1992),['Comedy']
Nashville (1975),['Drama']
Love Is the Devil (1998),['Drama']
Slam (1998),['Drama']
Holy Man (1998),[]
One Tough Cop (1998),['Drama']
Detroit 9000 (1973),[]
"Inheritors, The (Die Siebtelbauern) (1998)",['Drama']
"Mighty, The (1998)",[]
2010 (1984),[]
Children of a Lesser God (1986),['Drama']
"Elephant Man, The (1980)",[]
Beloved (1998),['Drama']
Bride of Chucky (1998),[]
Practical Magic (1998),['Drama']
"Alarmist, The (1997)",[]
Happiness (1998),['Comedy']
Reach the Rock (1997),[]
Apt Pupil (1998),['Drama']
Pleasantville (1998),['Drama']
Soldier (1998),[]
"Cruise, The (1998)",['Drama']
Life Is Beautiful (La Vita è bella) (1997),['Drama']
Orgazmo (1997),[]
Shattered Image (1998),['Drama']
Tales from the Darkside: The Movie (1990),['Horror']
Vampires (1998),['Drama']
American History X (1998),['Drama']
Hands on a Hard Body (1996),[]
Living Out Loud (1998),['Comedy']
Belly (1998),['Drama']
Gods and Monsters (1998),['Drama']
"Siege, The (1998)",['Action']
