title,recommended_genres,true_genres
Flight of the Navigator (1986),"['Adventure', 'Sci-Fi']","['Adventure', ""Children's"", 'Sci-Fi']"
"Gnome-Mobile, The (1967)",['Drama'],"[""Children's""]"
"Great Mouse Detective, The (1986)","['Animation', ""Children's""]","['Animation', ""Children's""]"
"Happiest Millionaire, The (1967)",['Drama'],"['Comedy', 'Musical']"
Herbie Goes Bananas (1980),['Comedy'],"['Adventure', ""Children's"", 'Comedy']"
Herbie Goes to Monte Carlo (1977),[],"['Adventure', ""Children's"", 'Comedy']"
Hocus Pocus (1993),['Drama'],"[""Children's"", 'Comedy']"
"Honey, I Blew Up the Kid (1992)",['Comedy'],"[""Children's"", 'Comedy', 'Sci-Fi']"
"Honey, I Shrunk the Kids (1989)","['Adventure', ""Children's""]","['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Sci-Fi']"
Hot Lead and Cold Feet (1978),['Comedy'],"['Comedy', 'Western']"
In Search of the Castaways (1962),"['Adventure', ""Children's""]","['Adventure', ""Children's""]"
"Incredible Journey, The (1963)","['Adventure', ""Children's""]","['Adventure', ""Children's""]"
"Negotiator, The (1998)",[],"['Action', 'Thriller']"
"Parent Trap, The (1998)",[],"[""Children's"", 'Drama']"
BASEketball (1998),[],['Comedy']
Full Tilt Boogie (1997),['Documentary'],['Documentary']
"Governess, The (1998)",[],"['Drama', 'Romance']"
Seventh Heaven (Le Septième ciel) (1997),['Drama'],"['Drama', 'Romance']"
Roger & Me (1989),['Comedy'],"['Comedy', 'Documentary']"
"Purple Rose of Cairo, The (1985)","['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
Out of the Past (1947),[],['Film-Noir']
Doctor Zhivago (1965),"['Drama', 'Romance', 'War']","['Drama', 'Romance', 'War']"
Fanny and Alexander (1982),[],['Drama']
"Trip to Bountiful, The (1985)",['Drama'],['Drama']
Tender Mercies (1983),[],['Drama']
And the Band Played On (1993),['Comedy'],['Drama']
"'burbs, The (1989)",['Drama'],['Comedy']
Fandango (1985),[],['Comedy']
"Night Porter, The (Il Portiere di notte) (1974)",['Drama'],['Drama']
Mephisto (1981),['Drama'],"['Drama', 'War']"
Blue Velvet (1986),['Drama'],"['Drama', 'Mystery']"
"Journey of Natty Gann, The (1985)",[],"['Adventure', ""Children's""]"
"Jungle Book, The (1967)","[""Children's"", 'Comedy']","['Animation', ""Children's"", 'Comedy', 'Musical']"
Kidnapped (1960),['Drama'],"[""Children's"", 'Drama']"
Lady and the Tramp (1955),"['Comedy', 'Musical', 'Romance']","['Animation', ""Children's"", 'Comedy', 'Musical', 'Romance']"
"Little Mermaid, The (1989)","[""Children's"", 'Comedy', 'Drama']","['Animation', ""Children's"", 'Comedy', 'Musical', 'Romance']"
"Mighty Ducks, The (1992)","[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
"Muppet Christmas Carol, The (1992)","[""Children's"", 'Comedy', 'Musical']","[""Children's"", 'Musical']"
Newsies (1992),[],"[""Children's"", 'Musical']"
101 Dalmatians (1961),['Drama'],"['Animation', ""Children's""]"
One Magic Christmas (1985),['Drama'],"['Drama', 'Fantasy']"
Peter Pan (1953),[],"['Animation', ""Children's"", 'Fantasy', 'Musical']"
Popeye (1980),['Drama'],"['Adventure', 'Comedy', 'Musical']"
"Rescuers Down Under, The (1990)",['Drama'],"['Animation', ""Children's""]"
"Rescuers, The (1977)","[""Children's""]","['Animation', ""Children's""]"
Return from Witch Mountain (1978),[],"[""Children's"", 'Sci-Fi']"
"Return of Jafar, The (1993)",[],"['Animation', ""Children's"", 'Musical']"
Return to Oz (1985),"[""Children's"", 'Sci-Fi']","['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
"Rocketeer, The (1991)",[],"['Action', 'Adventure', 'Sci-Fi']"
"Shaggy D.A., The (1976)","[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Sleeping Beauty (1959),"['Animation', ""Children's"", 'Musical']","['Animation', ""Children's"", 'Musical']"
Something Wicked This Way Comes (1983),"['Comedy', 'Horror']","[""Children's"", 'Horror']"
Son of Flubber (1963),[],"[""Children's"", 'Comedy']"
Song of the South (1946),"['Animation', ""Children's"", 'Musical']","['Adventure', 'Animation', ""Children's"", 'Musical']"
Splash (1984),['Sci-Fi'],"['Comedy', 'Fantasy', 'Romance']"
Squanto: A Warrior's Tale (1994),"['Adventure', 'Drama']","['Adventure', 'Drama']"
Steamboat Willie (1940),[],"['Animation', ""Children's"", 'Comedy', 'Musical']"
Tall Tale (1994),"['Adventure', ""Children's""]","['Adventure', ""Children's""]"
Tex (1982),['Drama'],['Drama']
Tron (1982),['Drama'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
Swing Kids (1993),"['Adventure', ""Children's""]","['Drama', 'War']"
Halloween: H20 (1998),"['Horror', 'Thriller']","['Horror', 'Thriller']"
L.A. Story (1991),['Comedy'],"['Comedy', 'Romance']"
"Jerk, The (1979)",['Sci-Fi'],['Comedy']
Dead Men Don't Wear Plaid (1982),"['Comedy', 'Crime']","['Comedy', 'Crime', 'Thriller']"
"Man with Two Brains, The (1983)",['Drama'],['Comedy']
Grand Canyon (1991),['Drama'],"['Crime', 'Drama']"
Graveyard Shift (1990),"['Comedy', 'Thriller']","['Horror', 'Thriller']"
"Outsiders, The (1983)",['Horror'],['Drama']
Indiana Jones and the Temple of Doom (1984),[],"['Action', 'Adventure']"
"Lord of the Rings, The (1978)","['Adventure', 'Drama']","['Adventure', 'Animation', ""Children's"", 'Sci-Fi']"
Nineteen Eighty-Four (1984),['Sci-Fi'],"['Drama', 'Sci-Fi']"
"Dead Zone, The (1983)",['Horror'],"['Horror', 'Thriller']"
Maximum Overdrive (1986),"['Horror', 'Thriller']",['Horror']
Needful Things (1993),['Drama'],"['Drama', 'Horror']"
Cujo (1983),[],"['Horror', 'Thriller']"
Children of the Corn (1984),['Horror'],"['Horror', 'Thriller']"
All Dogs Go to Heaven (1989),"['Animation', ""Children's""]","['Animation', ""Children's""]"
"Addams Family, The (1991)",['Comedy'],['Comedy']
Ever After: A Cinderella Story (1998),['Drama'],"['Drama', 'Romance']"
Snake Eyes (1998),['Thriller'],"['Action', 'Crime', 'Mystery', 'Thriller']"
"First Love, Last Rites (1997)","['Comedy', 'Romance']","['Drama', 'Romance']"
Safe Men (1998),[],['Comedy']
"Saltmen of Tibet, The (1997)",['Documentary'],['Documentary']
Atlantic City (1980),[],"['Crime', 'Drama', 'Romance']"
Autumn Sonata (Höstsonaten ) (1978),['Drama'],['Drama']
Who's Afraid of Virginia Woolf? (1966),[],['Drama']
Adventures in Babysitting (1987),"['Adventure', ""Children's"", 'Comedy']","['Adventure', 'Comedy']"
Weird Science (1985),"['Comedy', 'Sci-Fi']",['Comedy']
Doctor Dolittle (1967),['Comedy'],"['Adventure', 'Musical']"
"Nutty Professor, The (1963)","['Comedy', 'Romance', 'Sci-Fi']",['Comedy']
Charlotte's Web (1973),[],"['Animation', ""Children's""]"
Watership Down (1978),['Drama'],"['Animation', ""Children's"", 'Drama', 'Fantasy']"
"Secret of NIMH, The (1982)","[""Children's""]","['Animation', ""Children's""]"
"Dark Crystal, The (1982)",['Sci-Fi'],"[""Children's"", 'Fantasy', 'Sci-Fi']"
"American Tail, An (1986)","['Comedy', 'Drama']","['Animation', ""Children's"", 'Comedy']"
"American Tail: Fievel Goes West, An (1991)",['Drama'],"['Animation', ""Children's"", 'Comedy']"
Legend (1985),"['Adventure', ""Children's"", 'Fantasy', 'Romance']","['Adventure', 'Fantasy', 'Romance']"
Sixteen Candles (1984),['Sci-Fi'],['Comedy']
Pretty in Pink (1986),"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
St. Elmo's Fire (1985),"['Drama', 'Romance']","['Drama', 'Romance']"
"Clan of the Cave Bear, The (1986)",['Drama'],['Drama']
House (1986),"['Comedy', 'Horror']","['Comedy', 'Horror']"
House II: The Second Story (1987),"['Comedy', 'Horror']","['Comedy', 'Horror']"
"Gods Must Be Crazy, The (1980)",['Comedy'],['Comedy']
"Gods Must Be Crazy II, The (1989)",['Comedy'],['Comedy']
Air Bud: Golden Receiver (1998),"['Action', 'Adventure', 'Comedy']","[""Children's"", 'Comedy']"
"Avengers, The (1998)",[],"['Action', 'Adventure']"
How Stella Got Her Groove Back (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
"Slums of Beverly Hills, The (1998)",['Comedy'],['Comedy']
"Best Man, The (Il Testimone dello sposo) (1997)",['Drama'],"['Comedy', 'Drama']"
"Chambermaid on the Titanic, The (1998)","['Drama', 'Romance']",['Romance']
"Henry: Portrait of a Serial Killer, Part 2 (1996)","['Crime', 'Horror']","['Crime', 'Horror']"
Henry: Portrait of a Serial Killer (1990),"['Crime', 'Horror']","['Crime', 'Horror']"
Rosemary's Baby (1968),['Comedy'],"['Horror', 'Thriller']"
"NeverEnding Story, The (1984)","['Adventure', ""Children's"", 'Fantasy']","['Adventure', ""Children's"", 'Fantasy']"
"NeverEnding Story II: The Next Chapter, The (1990)","['Adventure', ""Children's"", 'Fantasy']","['Adventure', ""Children's"", 'Fantasy']"
Attack of the Killer Tomatoes! (1980),['Horror'],"['Comedy', 'Horror']"
Surf Nazis Must Die (1987),['Drama'],['Drama']
Your Friends and Neighbors (1998),"['Comedy', 'Drama']",['Drama']
Return to Paradise (1998),['Drama'],"['Drama', 'Romance']"
Blade (1998),"['Sci-Fi', 'Thriller']","['Action', 'Adventure', 'Horror']"
Dance with Me (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
Dead Man on Campus (1998),[],['Comedy']
Wrongfully Accused (1998),[],"['Action', 'Comedy']"
"Next Stop, Wonderland (1998)","['Comedy', 'Drama']","['Comedy', 'Drama', 'Romance']"
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",['Comedy'],['Comedy']
"Navigator: A Mediaeval Odyssey, The (1988)","['Adventure', 'Sci-Fi']","['Adventure', 'Fantasy', 'Sci-Fi']"
Beetlejuice (1988),[],"['Comedy', 'Fantasy']"
Déjà Vu (1997),[],"['Drama', 'Romance']"
Rope (1948),[],['Thriller']
Family Plot (1976),['Comedy'],"['Comedy', 'Thriller']"
Frenzy (1972),[],['Thriller']
Topaz (1969),[],['Thriller']
Torn Curtain (1966),[],['Thriller']
Marnie (1964),[],['Thriller']
"Wrong Man, The (1956)",['Thriller'],"['Drama', 'Film-Noir', 'Thriller']"
"Man Who Knew Too Much, The (1956)",['Thriller'],['Thriller']
"Trouble with Harry, The (1955)",['Comedy'],"['Mystery', 'Thriller']"
I Confess (1953),[],['Thriller']
Strangers on a Train (1951),['Drama'],"['Film-Noir', 'Thriller']"
Stage Fright (1950),"['Mystery', 'Thriller']","['Mystery', 'Thriller']"
54 (1998),[],['Drama']
I Married A Strange Person (1997),[],['Animation']
Why Do Fools Fall In Love? (1998),['Drama'],['Drama']
"Merry War, A (1997)",[],['Comedy']
See the Sea (Regarde la mer) (1997),['Drama'],['Drama']
Willow (1988),[],"['Action', 'Adventure', 'Fantasy']"
"Untouchables, The (1987)",['Comedy'],"['Action', 'Crime', 'Drama']"
Dirty Work (1998),['Comedy'],['Comedy']
Knock Off (1998),['Action'],['Action']
Firelight (1997),[],['Drama']
Modulations (1998),[],['Documentary']
Phoenix (1998),[],"['Crime', 'Drama']"
Under Capricorn (1949),['Drama'],['Drama']
"Paradine Case, The (1947)",[],['Drama']
Lifeboat (1944),"['Film-Noir', 'Mystery']","['Drama', 'Thriller', 'War']"
Shadow of a Doubt (1943),['Thriller'],"['Film-Noir', 'Thriller']"
Saboteur (1942),[],['Thriller']
Mr. & Mrs. Smith (1941),['Comedy'],['Comedy']
Suspicion (1941),['Mystery'],"['Mystery', 'Thriller']"
Jamaica Inn (1939),"[""Children's"", 'Musical']",['Drama']
"Lady Vanishes, The (1938)","['Comedy', 'Mystery', 'Romance', 'Thriller']","['Comedy', 'Mystery', 'Romance', 'Thriller']"
Young and Innocent (1937),['Crime'],"['Crime', 'Thriller']"
Sabotage (1936),['Thriller'],['Thriller']
Secret Agent (1936),['Thriller'],['Thriller']
"Man Who Knew Too Much, The (1934)",['Thriller'],['Thriller']
Waltzes from Vienna (1933),['Comedy'],"['Comedy', 'Musical']"
Number Seventeen (1932),"['Comedy', 'Drama', 'Romance']",['Thriller']
Rich and Strange (1932),[],"['Comedy', 'Romance']"
"Skin Game, The (1931)",['Romance'],['Drama']
Elstree Calling (1930),[],"['Comedy', 'Musical']"
Juno and Paycock (1930),[],['Drama']
Murder! (1930),"['Mystery', 'Thriller']","['Mystery', 'Thriller']"
"Manxman, The (1929)",[],['Drama']
Blackmail (1929),[],['Thriller']
Champagne (1928),['Comedy'],['Comedy']
"Farmer's Wife, The (1928)",['Comedy'],['Comedy']
Downhill (1927),['Drama'],['Drama']
Easy Virtue (1927),['Drama'],['Drama']
"Ring, The (1927)",['Drama'],['Drama']
"Lodger, The (1926)",[],['Thriller']
"Mountain Eagle, The (1926)",[],['Drama']
"Pleasure Garden, The (1925)",['Drama'],['Drama']
Always Tell Your Wife (1923),['Comedy'],['Comedy']
Rounders (1998),[],"['Crime', 'Drama']"
Cube (1997),[],"['Sci-Fi', 'Thriller']"
Digging to China (1998),['Drama'],['Drama']
Let's Talk About Sex (1998),['Drama'],['Drama']
One Man's Hero (1999),"['Comedy', 'Drama']","['Drama', 'War']"
Simon Birch (1998),['Drama'],['Drama']
Without Limits (1998),['Drama'],['Drama']
Seven Beauties (Pasqualino Settebellezze) (1976),['Comedy'],"['Comedy', 'Drama']"
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),"['Comedy', 'Drama']","['Comedy', 'Drama']"
My Bodyguard (1980),['Comedy'],['Drama']
Class (1983),['Comedy'],['Comedy']
"Grandview, U.S.A. (1984)",['Sci-Fi'],['Drama']
Broadcast News (1987),['Comedy'],"['Comedy', 'Drama', 'Romance']"
"Allnighter, The (1987)",['Comedy'],"['Comedy', 'Romance']"
Working Girl (1988),['Comedy'],"['Comedy', 'Drama']"
Stars and Bars (1988),['Comedy'],['Comedy']
Married to the Mob (1988),['Comedy'],['Comedy']
Say Anything... (1989),['Drama'],"['Comedy', 'Drama', 'Romance']"
My Blue Heaven (1990),[],['Comedy']
Men Don't Leave (1990),['Drama'],['Drama']
"Cabinet of Dr. Ramirez, The (1991)",['Comedy'],['Comedy']
Hero (1992),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Toys (1992),[],"['Action', 'Comedy', 'Fantasy']"
Choices (1981),['Drama'],['Drama']
Young Doctors in Love (1982),"['Comedy', 'Romance']",['Comedy']
Parasite (1982),['Drama'],"['Horror', 'Sci-Fi']"
No Small Affair (1984),['Romance'],"['Comedy', 'Romance']"
Master Ninja I (1984),['Action'],['Action']
Blame It on Rio (1984),['Comedy'],"['Comedy', 'Romance']"
Wisdom (1986),[],"['Action', 'Crime']"
One Crazy Summer (1986),"['Comedy', 'Drama']",['Comedy']
About Last Night... (1986),['Comedy'],"['Comedy', 'Drama', 'Romance']"
"Seventh Sign, The (1988)",['Thriller'],['Thriller']
We're No Angels (1989),[],['Drama']
Nothing But Trouble (1991),['Comedy'],"['Adventure', 'Comedy']"
"Butcher's Wife, The (1991)",['Comedy'],"['Comedy', 'Romance']"
Mortal Thoughts (1991),[],"['Mystery', 'Thriller']"
"Few Good Men, A (1992)","['Action', 'Drama']","['Crime', 'Drama']"
Indecent Proposal (1993),['Drama'],['Drama']
"Century of Cinema, A (1994)",[],['Documentary']
Permanent Midnight (1998),['Drama'],['Drama']
One True Thing (1998),['Drama'],['Drama']
Rush Hour (1998),"['Action', 'Thriller']","['Action', 'Thriller']"
Lilian's Story (1995),['Comedy'],['Drama']
Six-String Samurai (1998),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi']"
"Soldier's Daughter Never Cries, A (1998)",['Drama'],['Drama']
Somewhere in the City (1997),[],['Drama']
Ronin (1998),[],"['Action', 'Crime', 'Thriller']"
Urban Legend (1998),"['Adventure', ""Children's"", 'Romance']","['Horror', 'Thriller']"
Clay Pigeons (1998),[],['Crime']
Monument Ave. (1998),[],['Crime']
Pecker (1998),[],"['Comedy', 'Drama']"
"Sheltering Sky, The (1990)",['Drama'],['Drama']
Bandit Queen (1994),['Drama'],['Drama']
If.... (1968),"['Comedy', 'Romance']",['Drama']
"Fiendish Plot of Dr. Fu Manchu, The (1980)",['Horror'],['Comedy']
Them! (1954),[],"['Sci-Fi', 'Thriller', 'War']"
"Thing, The (1982)","['Drama', 'Horror', 'Sci-Fi']","['Action', 'Horror', 'Sci-Fi', 'Thriller']"
"Player, The (1992)","['Comedy', 'Drama']","['Comedy', 'Drama']"
Stardust Memories (1980),['Drama'],"['Comedy', 'Drama']"
Edward Scissorhands (1990),"['Drama', 'Romance']","['Drama', 'Romance']"
Overnight Delivery (1996),[],['Romance']
Shadrach (1998),[],['Drama']
Antz (1998),[],"['Animation', ""Children's""]"
"Impostors, The (1998)",[],['Comedy']
"Night at the Roxbury, A (1998)",[],['Comedy']
What Dreams May Come (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
Strangeland (1998),[],['Thriller']
"Battle of the Sexes, The (1959)",[],['Comedy']
"Producers, The (1968)",[],"['Comedy', 'Musical']"
History of the World: Part I (1981),['Comedy'],['Comedy']
My Cousin Vinny (1992),['Comedy'],['Comedy']
Nashville (1975),['Drama'],"['Drama', 'Musical']"
Love Is the Devil (1998),[],['Drama']
Slam (1998),[],['Drama']
Holy Man (1998),['Comedy'],['Comedy']
One Tough Cop (1998),"['Action', 'Drama']","['Action', 'Drama']"
Detroit 9000 (1973),['Comedy'],"['Action', 'Crime']"
"Inheritors, The (Die Siebtelbauern) (1998)",['Drama'],['Drama']
"Mighty, The (1998)",[],['Drama']
2010 (1984),['Sci-Fi'],"['Mystery', 'Sci-Fi']"
Children of a Lesser God (1986),['Comedy'],['Drama']
"Elephant Man, The (1980)",['Drama'],['Drama']
Beloved (1998),['Drama'],['Drama']
Bride of Chucky (1998),[],"['Horror', 'Thriller']"
Practical Magic (1998),"['Drama', 'Romance']","['Drama', 'Romance']"
"Alarmist, The (1997)",[],['Comedy']
Happiness (1998),['Comedy'],['Comedy']
Reach the Rock (1997),['Comedy'],['Comedy']
Apt Pupil (1998),[],"['Drama', 'Thriller']"
Pleasantville (1998),[],['Comedy']
Soldier (1998),"['Action', 'Sci-Fi']","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'War']"
"Cruise, The (1998)",[],['Documentary']
Life Is Beautiful (La Vita è bella) (1997),"['Comedy', 'Drama']","['Comedy', 'Drama']"
Orgazmo (1997),[],['Comedy']
Shattered Image (1998),[],"['Drama', 'Thriller']"
Tales from the Darkside: The Movie (1990),['Horror'],['Horror']
Vampires (1998),[],['Horror']
American History X (1998),['Drama'],['Drama']
Hands on a Hard Body (1996),[],['Documentary']
Living Out Loud (1998),['Comedy'],"['Comedy', 'Romance']"
Belly (1998),[],"['Crime', 'Drama']"
Gods and Monsters (1998),['Drama'],['Drama']
"Siege, The (1998)","['Action', 'Thriller']","['Action', 'Thriller']"
"Waterboy, The (1998)",[],['Comedy']
Elizabeth (1998),[],['Drama']
Velvet Goldmine (1998),['Drama'],['Drama']
I Still Know What You Did Last Summer (1998),"['Horror', 'Mystery', 'Thriller']","['Horror', 'Mystery', 'Thriller']"
I'll Be Home For Christmas (1998),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Meet Joe Black (1998),[],['Romance']
Dancing at Lughnasa (1998),['Drama'],['Drama']
Hard Core Logo (1996),['Action'],['Comedy']
"Naked Man, The (1998)","['Comedy', 'Drama']",['Drama']
Runaway Train (1985),['Thriller'],"['Action', 'Adventure', 'Drama', 'Thriller']"
Desert Bloom (1986),['Drama'],['Drama']
"Stepford Wives, The (1975)","['Sci-Fi', 'Thriller']","['Sci-Fi', 'Thriller']"
"Pope of Greenwich Village, The (1984)","['Horror', 'Sci-Fi']",['Action']
Sid and Nancy (1986),[],['Drama']
Mona Lisa (1986),[],"['Comedy', 'Thriller']"
Heart Condition (1990),['Drama'],['Comedy']
Nights of Cabiria (Le Notti di Cabiria) (1957),['Drama'],['Drama']
"Big Chill, The (1983)",['Comedy'],"['Comedy', 'Drama']"
Enemy of the State (1998),['Drama'],"['Action', 'Thriller']"
"Rugrats Movie, The (1998)","['Animation', ""Children's""]","['Animation', ""Children's"", 'Comedy']"
"Bug's Life, A (1998)",[],"['Animation', ""Children's"", 'Comedy']"
Celebrity (1998),[],['Comedy']
Central Station (Central do Brasil) (1998),['Drama'],['Drama']
Savior (1998),[],['Drama']
Waking Ned Devine (1998),['Comedy'],['Comedy']
"Celebration, The (Festen) (1998)",[],['Drama']
Pink Flamingos (1972),['Comedy'],['Comedy']
Glen or Glenda (1953),[],['Drama']
Godzilla (Gojira) (1954),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
Godzilla (Gojira) (1984),"['Action', 'Sci-Fi']","['Action', 'Sci-Fi']"
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Sci-Fi']"
King Kong (1933),"['Action', 'Adventure', 'Horror']","['Action', 'Adventure', 'Horror']"
King Kong (1976),"['Action', 'Adventure', 'Horror']","['Action', 'Adventure', 'Horror']"
King Kong Lives (1986),"['Action', 'Adventure', 'Horror']","['Action', 'Adventure', 'Horror']"
Desperately Seeking Susan (1985),[],"['Comedy', 'Romance']"
"Emerald Forest, The (1985)",[],"['Action', 'Adventure', 'Drama']"
Fletch (1985),[],['Comedy']
Fletch Lives (1989),['Comedy'],['Comedy']
Red Sonja (1985),['Action'],"['Action', 'Adventure']"
Gung Ho (1986),[],"['Comedy', 'Drama']"
"Money Pit, The (1986)",['Comedy'],['Comedy']
"View to a Kill, A (1985)",['Action'],['Action']
Lifeforce (1985),[],"['Horror', 'Sci-Fi']"
Police Academy (1984),['Comedy'],['Comedy']
Police Academy 2: Their First Assignment (1985),['Comedy'],['Comedy']
Police Academy 3: Back in Training (1986),['Comedy'],['Comedy']
Police Academy 4: Citizens on Patrol (1987),['Comedy'],['Comedy']
Police Academy 5: Assignment: Miami Beach (1988),['Comedy'],['Comedy']
Police Academy 6: City Under Siege (1989),['Comedy'],['Comedy']
Babe: Pig in the City (1998),"[""Children's"", 'Comedy']","[""Children's"", 'Comedy']"
Home Fries (1998),[],"['Comedy', 'Romance']"
Jerry Springer: Ringmaster (1998),['Drama'],['Drama']
Very Bad Things (1998),"['Comedy', 'Crime']","['Comedy', 'Crime']"
Steam: The Turkish Bath (Hamam) (1997),[],"['Drama', 'Romance']"
Psycho (1998),"['Comedy', 'Horror', 'Thriller']","['Crime', 'Horror', 'Thriller']"
Little Voice (1998),['Comedy'],['Comedy']
"Simple Plan, A (1998)",[],"['Crime', 'Thriller']"
Jack Frost (1998),['Comedy'],"['Comedy', 'Drama']"
Star Trek: Insurrection (1998),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Sci-Fi']"
"Prince of Egypt, The (1998)",['Drama'],"['Animation', 'Musical']"
Rushmore (1998),[],['Comedy']
Shakespeare in Love (1998),"['Comedy', 'Romance']","['Comedy', 'Romance']"
Mass Appeal (1984),['Drama'],['Drama']
Miracle on 34th Street (1947),['Drama'],['Drama']
Santa Claus: The Movie (1985),"[""Children's"", 'Comedy']","['Adventure', ""Children's"", 'Fantasy']"
Prancer (1989),['Drama'],"[""Children's"", 'Drama']"
Pale Rider (1985),[],['Western']
Rambo: First Blood Part II (1985),[],"['Action', 'War']"
First Blood (1982),"['Action', 'Drama']",['Action']
Rambo III (1988),['Action'],"['Action', 'War']"
"Jewel of the Nile, The (1985)",[],"['Action', 'Adventure', 'Comedy', 'Romance']"
Romancing the Stone (1984),"['Adventure', 'Romance']","['Action', 'Adventure', 'Comedy', 'Romance']"
Cocoon (1985),[],"['Comedy', 'Sci-Fi']"
Cocoon: The Return (1988),['Sci-Fi'],"['Comedy', 'Sci-Fi']"
Rocky II (1979),"['Action', 'Drama']","['Action', 'Drama']"
Rocky III (1982),"['Action', 'Drama']","['Action', 'Drama']"
Rocky IV (1985),"['Action', 'Drama']","['Action', 'Drama']"
Rocky V (1990),"['Action', 'Drama']","['Action', 'Drama']"
Clue (1985),[],"['Comedy', 'Mystery']"
Young Sherlock Holmes (1985),['Adventure'],"['Action', 'Adventure', 'Mystery']"
Violets Are Blue... (1986),"['Comedy', 'Drama']","['Drama', 'Romance']"
Back to School (1986),['Comedy'],['Comedy']
Heartburn (1986),[],"['Comedy', 'Drama']"
Nothing in Common (1986),['Comedy'],['Comedy']
Extremities (1986),[],"['Drama', 'Thriller']"
"Karate Kid, The (1984)","['Action', 'Drama']",['Drama']
"Karate Kid, Part II, The (1986)",['Comedy'],"['Action', 'Adventure', 'Drama']"
"Karate Kid III, The (1989)","['Action', 'Drama']","['Action', 'Adventure', 'Drama']"
Christmas Vacation (1989),['Comedy'],['Comedy']
You've Got Mail (1998),"['Comedy', 'Romance']","['Comedy', 'Romance']"
"General, The (1998)",['Crime'],['Crime']
"Theory of Flight, The (1998)","['Drama', 'Romance']","['Comedy', 'Drama', 'Romance']"
"Thin Red Line, The (1998)",[],"['Action', 'Drama', 'War']"
"Faculty, The (1998)",[],"['Horror', 'Sci-Fi']"
Mighty Joe Young (1998),"['Adventure', ""Children's"", 'Drama']","['Adventure', ""Children's"", 'Drama']"
Mighty Joe Young (1949),"[""Children's"", 'Drama']","['Adventure', ""Children's"", 'Drama']"
Patch Adams (1998),[],"['Comedy', 'Drama']"
Stepmom (1998),[],['Drama']
"Civil Action, A (1998)",['Action'],['Drama']
Down in the Delta (1998),['Drama'],['Drama']
Hurlyburly (1998),[],['Drama']
Tea with Mussolini (1999),['Comedy'],['Comedy']
Wilde (1997),[],['Drama']
Outside Ozona (1998),[],"['Drama', 'Thriller']"
Affliction (1997),[],['Drama']
Another Day in Paradise (1998),['Drama'],['Drama']
"Hi-Lo Country, The (1998)",['Drama'],"['Drama', 'Western']"
Hilary and Jackie (1998),['Drama'],['Drama']
Playing by Heart (1998),"['Drama', 'Thriller']","['Drama', 'Romance']"
24 7: Twenty Four Seven (1997),"['Comedy', 'Thriller']","['Comedy', 'Drama']"
At First Sight (1999),['Action'],['Drama']
In Dreams (1999),[],['Thriller']
Varsity Blues (1999),['Comedy'],"['Comedy', 'Drama']"
Virus (1999),[],"['Horror', 'Sci-Fi']"
"Garbage Pail Kids Movie, The (1987)","['Adventure', ""Children's""]","['Adventure', ""Children's""]"
Howard the Duck (1986),"['Comedy', 'War']","['Adventure', ""Children's"", 'Sci-Fi']"
"Gate, The (1987)",['Horror'],['Horror']
"Gate II: Trespassers, The (1990)",['Horror'],['Horror']
"Boy Who Could Fly, The (1986)",['Drama'],"['Drama', 'Fantasy']"
"Fly, The (1958)","['Drama', 'Horror']","['Horror', 'Sci-Fi']"
"Fly, The (1986)","['Drama', 'Horror']","['Horror', 'Sci-Fi']"
"Fly II, The (1989)","['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']"
Running Scared (1986),"['Action', 'Adventure', 'Sci-Fi']","['Action', 'Comedy']"
Armed and Dangerous (1986),['Drama'],"['Comedy', 'Crime']"
"Texas Chainsaw Massacre, The (1974)",['Horror'],['Horror']
"Texas Chainsaw Massacre 2, The (1986)",['Horror'],['Horror']
Leatherface: Texas Chainsaw Massacre III (1990),['Horror'],['Horror']
"Return of the Texas Chainsaw Massacre, The (1994)",['Horror'],['Horror']
Ruthless People (1986),['Comedy'],['Comedy']
Trick or Treat (1986),['Horror'],['Horror']
Deadly Friend (1986),"['Comedy', 'Horror']",['Horror']
Belizaire the Cajun (1986),[],['Drama']
"Name of the Rose, The (1986)",['Drama'],['Mystery']
